Topic,Subject,Title,"District 01 Value","District 01 MOE","District 02 Value","District 02 MOE","District 03 Value","District 03 MOE","District 04 Value","District 04 MOE","District 05 Value","District 05 MOE","District 06 Value","District 06 MOE","District 07 Value","District 07 MOE","District 08 Value","District 08 MOE","District 09 Value","District 09 MOE","District 10 Value","District 10 MOE","District 11 Value","District 11 MOE","District 12 Value","District 12 MOE","District 13 Value","District 13 MOE","District 14 Value","District 14 MOE","District 15 Value","District 15 MOE","District 16 Value","District 16 MOE","District 17 Value","District 17 MOE","District 18 Value","District 18 MOE","District 19 Value","District 19 MOE","District 20 Value","District 20 MOE","District 21 Value","District 21 MOE","District 22 Value","District 22 MOE","District 23 Value","District 23 MOE","District 24 Value","District 24 MOE","District 25 Value","District 25 MOE","District 26 Value","District 26 MOE","District 27 Value","District 27 MOE","District 28 Value","District 28 MOE","District 29 Value","District 29 MOE","District 30 Value","District 30 MOE","District 31 Value","District 31 MOE","District 32 Value","District 32 MOE","District 33 Value","District 33 MOE","District 34 Value","District 34 MOE","District 35 Value","District 35 MOE","District 36 Value","District 36 MOE","District 37 Value","District 37 MOE","District 38 Value","District 38 MOE","District 39 Value","District 39 MOE","District 40 Value","District 40 MOE","District 41 Value","District 41 MOE","District 42 Value","District 42 MOE","District 43 Value","District 43 MOE","District 44 Value","District 44 MOE","District 45 Value","District 45 MOE","District 46 Value","District 46 MOE","District 47 Value","District 47 MOE","District 48 Value","District 48 MOE","District 49 Value","District 49 MOE","District 50 Value","District 50 MOE","District 51 Value","District 51 MOE","District 52 Value","District 52 MOE","District 53 Value","District 53 MOE"
Education,"Educational Attainment","9th to 12th grade, no diploma",34378,"(+/-2,793)",29519,"(+/-3,019)",37503,"(+/-3,810)",25869,"(+/-3,045)",33174,"(+/-3,490)",39240,"(+/-3,401)",24446,"(+/-2,732)",46803,"(+/-4,419)",41583,"(+/-3,304)",49386,"(+/-3,648)",27530,"(+/-2,917)",24540,"(+/-2,647)",36983,"(+/-3,638)",26140,"(+/-2,939)",24187,"(+/-2,823)",56167,"(+/-4,188)",22753,"(+/-2,339)",16333,"(+/-2,123)",38484,"(+/-3,532)",41651,"(+/-3,444)",61986,"(+/-4,414)",36828,"(+/-2,971)",43361,"(+/-3,570)",30734,"(+/-3,276)",32870,"(+/-3,080)",32533,"(+/-2,762)",29207,"(+/-2,969)",27443,"(+/-3,077)",52527,"(+/-3,502)",30198,"(+/-3,307)",51701,"(+/-4,536)",51777,"(+/-3,471)",11894,"(+/-2,033)",71563,"(+/-4,368)",61651,"(+/-4,342)",51971,"(+/-3,588)",42031,"(+/-3,545)",43234,"(+/-3,344)",26080,"(+/-3,156)",81201,"(+/-4,937)",55994,"(+/-4,201)",38020,"(+/-4,192)",47738,"(+/-4,030)",62258,"(+/-3,324)",17818,"(+/-2,574)",63512,"(+/-4,624)",40739,"(+/-3,306)",24184,"(+/-2,532)",19056,"(+/-2,984)",30308,"(+/-3,414)",65838,"(+/-4,994)",15946,"(+/-3,180)",31883,"(+/-4,221)"
Education,"Educational Attainment","High school graduate (includes equivalency)",123635,"(+/-4,919)",92094,"(+/-4,617)",112908,"(+/-5,589)",115900,"(+/-4,949)",108216,"(+/-5,304)",114584,"(+/-5,908)",104223,"(+/-5,396)",127806,"(+/-6,050)",119385,"(+/-5,534)",131555,"(+/-5,576)",89215,"(+/-4,356)",73812,"(+/-4,433)",75508,"(+/-4,582)",85853,"(+/-4,635)",107228,"(+/-5,901)",109246,"(+/-4,948)",83273,"(+/-5,999)",59116,"(+/-4,356)",94483,"(+/-5,192)",87876,"(+/-4,639)",108496,"(+/-4,836)",101329,"(+/-6,380)",130837,"(+/-7,618)",88895,"(+/-4,191)",112167,"(+/-4,539)",85088,"(+/-4,178)",102833,"(+/-5,380)",95002,"(+/-5,734)",121049,"(+/-6,577)",101231,"(+/-5,520)",114600,"(+/-5,787)",126502,"(+/-5,677)",53796,"(+/-4,639)",103404,"(+/-6,187)",123287,"(+/-5,984)",139901,"(+/-6,772)",87712,"(+/-6,350)",130860,"(+/-6,460)",91922,"(+/-5,176)",97982,"(+/-5,104)",121040,"(+/-7,244)",130317,"(+/-5,723)",116496,"(+/-6,335)",110005,"(+/-5,408)",63591,"(+/-4,810)",110237,"(+/-5,614)",98630,"(+/-5,119)",77250,"(+/-4,409)",80630,"(+/-5,842)",118904,"(+/-5,928)",111549,"(+/-5,288)",63879,"(+/-5,376)",94744,"(+/-5,811)"
Education,"Educational Attainment","Some college, no degree",148566,"(+/-6,384)",120838,"(+/-5,760)",118602,"(+/-4,991)",142823,"(+/-5,552)",131896,"(+/-5,244)",117175,"(+/-5,557)",133611,"(+/-5,029)",123958,"(+/-7,110)",123545,"(+/-6,302)",114928,"(+/-5,824)",105882,"(+/-5,783)",82260,"(+/-5,348)",94046,"(+/-3,813)",100714,"(+/-5,156)",98652,"(+/-5,761)",92941,"(+/-5,031)",77375,"(+/-5,464)",71945,"(+/-4,377)",101179,"(+/-5,651)",92063,"(+/-5,186)",73362,"(+/-4,366)",121055,"(+/-5,953)",114491,"(+/-5,869)",108676,"(+/-4,538)",115591,"(+/-4,887)",113701,"(+/-5,516)",90136,"(+/-5,082)",101646,"(+/-6,049)",82054,"(+/-4,427)",111857,"(+/-5,471)",114296,"(+/-6,064)",100650,"(+/-5,080)",86354,"(+/-5,695)",75574,"(+/-4,789)",95095,"(+/-4,101)",126482,"(+/-6,055)",95725,"(+/-4,587)",104045,"(+/-5,241)",104250,"(+/-5,078)",66066,"(+/-3,784)",101776,"(+/-5,535)",133286,"(+/-6,069)",108763,"(+/-6,390)",82751,"(+/-4,936)",97676,"(+/-5,438)",85834,"(+/-4,382)",106698,"(+/-4,902)",119096,"(+/-6,013)",108173,"(+/-5,950)",131729,"(+/-5,576)",102638,"(+/-4,678)",95157,"(+/-5,638)",135597,"(+/-8,012)"
Education,"Educational Attainment","Associate's degree",53704,"(+/-3,466)",39636,"(+/-2,893)",44109,"(+/-3,013)",56004,"(+/-3,265)",49576,"(+/-2,981)",45966,"(+/-3,278)",51825,"(+/-3,486)",39969,"(+/-3,760)",43713,"(+/-3,519)",38395,"(+/-2,800)",38645,"(+/-3,438)",32039,"(+/-2,904)",29919,"(+/-2,866)",43935,"(+/-2,819)",37636,"(+/-3,009)",30095,"(+/-2,982)",33026,"(+/-2,252)",33081,"(+/-2,868)",40978,"(+/-3,080)",38158,"(+/-3,153)",21498,"(+/-2,275)",40930,"(+/-3,308)",40252,"(+/-3,874)",40134,"(+/-2,913)",42408,"(+/-2,943)",37647,"(+/-3,228)",38904,"(+/-2,967)",37842,"(+/-3,117)",27325,"(+/-2,750)",40685,"(+/-3,157)",34901,"(+/-3,133)",36235,"(+/-2,704)",31381,"(+/-2,959)",24242,"(+/-2,383)",28842,"(+/-3,137)",35230,"(+/-3,058)",27806,"(+/-2,621)",41138,"(+/-2,933)",39229,"(+/-3,278)",21072,"(+/-2,567)",33077,"(+/-3,229)",42643,"(+/-3,048)",33317,"(+/-3,146)",27010,"(+/-2,672)",43711,"(+/-3,518)",24204,"(+/-2,571)",40856,"(+/-3,461)",42370,"(+/-3,144)",43263,"(+/-4,178)",43742,"(+/-3,712)",29275,"(+/-2,528)",36418,"(+/-3,649)",44707,"(+/-4,745)"
Education,"Educational Attainment","Bachelor's degree",81191,"(+/-4,088)",127615,"(+/-5,089)",71902,"(+/-4,526)",109989,"(+/-4,740)",104908,"(+/-4,941)",88526,"(+/-4,453)",113160,"(+/-4,033)",46743,"(+/-4,520)",60309,"(+/-4,284)",57409,"(+/-4,298)",137014,"(+/-5,082)",203197,"(+/-6,520)",140989,"(+/-5,482)",150406,"(+/-6,031)",145125,"(+/-5,756)",36784,"(+/-2,341)",152395,"(+/-6,232)",150424,"(+/-5,780)",110622,"(+/-4,664)",75891,"(+/-3,691)",26248,"(+/-2,928)",72674,"(+/-4,735)",61050,"(+/-4,262)",96593,"(+/-4,416)",84548,"(+/-4,578)",97196,"(+/-4,796)",133360,"(+/-5,875)",162332,"(+/-6,755)",71198,"(+/-4,292)",151919,"(+/-6,408)",62629,"(+/-4,094)",69771,"(+/-4,582)",183896,"(+/-7,189)",87293,"(+/-4,904)",49732,"(+/-3,592)",63061,"(+/-4,093)",113127,"(+/-5,676)",74434,"(+/-4,343)",138830,"(+/-6,196)",30824,"(+/-2,591)",49046,"(+/-3,702)",77206,"(+/-4,863)",81647,"(+/-6,035)",42765,"(+/-3,043)",176054,"(+/-6,702)",57840,"(+/-4,246)",97004,"(+/-4,595)",148393,"(+/-6,777)",130819,"(+/-6,440)",90908,"(+/-5,697)",44219,"(+/-3,444)",168871,"(+/-6,858)",125668,"(+/-6,786)"
Education,"Educational Attainment","Graduate or professional degree",38925,"(+/-3,134)",82666,"(+/-4,274)",43500,"(+/-2,468)",56663,"(+/-3,298)",51192,"(+/-3,189)",41950,"(+/-3,476)",55449,"(+/-3,736)",30981,"(+/-4,170)",29263,"(+/-2,822)",26020,"(+/-2,794)",86533,"(+/-4,088)",137807,"(+/-5,820)",113136,"(+/-5,007)",92562,"(+/-4,258)",84742,"(+/-3,468)",15077,"(+/-1,771)",143486,"(+/-5,594)",163847,"(+/-5,628)",63816,"(+/-3,817)",45032,"(+/-3,759)",11201,"(+/-1,727)",35229,"(+/-3,055)",32876,"(+/-3,232)",61234,"(+/-3,505)",40241,"(+/-3,018)",58134,"(+/-3,658)",87183,"(+/-5,386)",84351,"(+/-4,354)",21197,"(+/-2,051)",83179,"(+/-5,033)",38229,"(+/-2,793)",28703,"(+/-2,779)",136305,"(+/-5,029)",32939,"(+/-2,551)",17523,"(+/-2,088)",36242,"(+/-2,570)",74156,"(+/-4,509)",32922,"(+/-2,634)",66347,"(+/-4,085)",9874,"(+/-1,516)",26663,"(+/-2,871)",42415,"(+/-3,269)",34134,"(+/-3,173)",15589,"(+/-2,155)",113369,"(+/-6,157)",19220,"(+/-2,330)",51134,"(+/-3,556)",85274,"(+/-4,360)",82403,"(+/-5,696)",47850,"(+/-3,679)",16901,"(+/-2,048)",133996,"(+/-5,831)",70276,"(+/-4,090)"
Education,"Educational Attainment","Percent high school graduate or higher",89.9,(+/-0.7),89.6,(+/-0.9),84.3,(+/-1.1),92.6,(+/-0.7),86.6,(+/-1.0),83.4,(+/-0.9),90.8,(+/-0.8),82.6,(+/-1.2),80.3,(+/-1.0),78.9,(+/-1.1),87.9,(+/-0.8),87.8,(+/-0.9),84.7,(+/-1.0),87.5,(+/-0.8),89.8,(+/-0.9),66.4,(+/-1.5),91.2,(+/-0.7),93,(+/-0.9),80.5,(+/-0.9),73.2,(+/-1.1),58.6,(+/-1.3),81,(+/-1.1),82.7,(+/-1.0),84.3,(+/-0.8),85.5,(+/-1.0),81.7,(+/-1.0),85.7,(+/-0.9),87.9,(+/-0.8),68.7,(+/-1.3),88.8,(+/-0.8),80.2,(+/-1.2),74.2,(+/-1.1),95.9,(+/-0.5),64.9,(+/-1.2),69.6,(+/-1.3),79,(+/-1.0),80.2,(+/-1.1),79.6,(+/-1.2),88.2,(+/-1.0),52.6,(+/-1.4),74.4,(+/-1.1),85.9,(+/-1.2),77.6,(+/-1.2),63.9,(+/-1.1),93.5,(+/-0.8),64.8,(+/-1.4),80.5,(+/-1.1),89.6,(+/-0.8),90.9,(+/-0.9),86.5,(+/-1.0),68,(+/-1.3),94.7,(+/-0.7),88.3,(+/-1.0)
Education,"Educational Attainment","Percent bachelor's degree or higher",24.2,(+/-1.0),40.7,(+/-1.1),24.9,(+/-1.1),32,(+/-1.0),30.3,(+/-1.1),26.6,(+/-1.2),33.4,(+/-1.0),17.4,(+/-1.5),19.1,(+/-1.0),17.9,(+/-1.2),43,(+/-1.1),56.6,(+/-1.2),47.5,(+/-1.2),44.9,(+/-1.1),43.6,(+/-1.2),12.1,(+/-0.6),55.1,(+/-1.3),61.1,(+/-1.3),34.2,(+/-1.0),26.1,(+/-1.1),9.1,(+/-0.8),23.5,(+/-1.1),20.5,(+/-1.2),33.6,(+/-1.1),27,(+/-1.1),32.4,(+/-1.2),41.8,(+/-1.4),45.1,(+/-1.4),19.7,(+/-1.0),42.7,(+/-1.2),22.2,(+/-1.0),20.2,(+/-1.1),62.4,(+/-1.5),24.1,(+/-1.1),14.9,(+/-1.0),19.6,(+/-1.0),37.7,(+/-1.2),22.3,(+/-1.0),41.1,(+/-1.2),9.5,(+/-0.7),17,(+/-1.1),24.1,(+/-1.1),24,(+/-1.3),13.4,(+/-1.0),54.7,(+/-1.4),16.8,(+/-1.0),30.2,(+/-1.1),44.3,(+/-1.5),43.5,(+/-1.5),27.7,(+/-1.2),13.6,(+/-0.9),57.5,(+/-1.5),36.7,(+/-1.1)
Topic,Subject,Title,"District 01 Value","District 01 Flag","District 02 Value","District 02 Flag","District 03 Value","District 03 Flag","District 04 Value","District 04 Flag","District 05 Value","District 05 Flag","District 06 Value","District 06 Flag","District 07 Value","District 07 Flag","District 08 Value","District 08 Flag","District 09 Value","District 09 Flag","District 10 Value","District 10 Flag","District 11 Value","District 11 Flag","District 12 Value","District 12 Flag","District 13 Value","District 13 Flag","District 14 Value","District 14 Flag","District 15 Value","District 15 Flag","District 16 Value","District 16 Flag","District 17 Value","District 17 Flag","District 18 Value","District 18 Flag","District 19 Value","District 19 Flag","District 20 Value","District 20 Flag","District 21 Value","District 21 Flag","District 22 Value","District 22 Flag","District 23 Value","District 23 Flag","District 24 Value","District 24 Flag","District 25 Value","District 25 Flag","District 26 Value","District 26 Flag","District 27 Value","District 27 Flag","District 28 Value","District 28 Flag","District 29 Value","District 29 Flag","District 30 Value","District 30 Flag","District 31 Value","District 31 Flag","District 32 Value","District 32 Flag","District 33 Value","District 33 Flag","District 34 Value","District 34 Flag","District 35 Value","District 35 Flag","District 36 Value","District 36 Flag","District 37 Value","District 37 Flag","District 38 Value","District 38 Flag","District 39 Value","District 39 Flag","District 40 Value","District 40 Flag","District 41 Value","District 41 Flag","District 42 Value","District 42 Flag","District 43 Value","District 43 Flag","District 44 Value","District 44 Flag","District 45 Value","District 45 Flag","District 46 Value","District 46 Flag","District 47 Value","District 47 Flag","District 48 Value","District 48 Flag","District 49 Value","District 49 Flag","District 50 Value","District 50 Flag","District 51 Value","District 51 Flag","District 52 Value","District 52 Flag","District 53 Value","District 53 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",169517,G,223076,G,162731,G,218205,G,232744,G,258004,G,202729,G,113138,G,158636,G,184057,G,221811,G,596285,G,295428,G,356813,G,278582,G,146588,G,546765,G,387806,G,205961,G,195929,G,104215,G,206140,G,186985,G,243093,G,159576,G,243089,G,254257,G,499895,H,167001,G,395057,G,239343,G,244466,G,495669,G,334849,G,261350,G,165276,G,313618,G,236983,G,248499,G,215690,G,178910,G,151040,G,285436,G,162591,G,400922,G,391479,G,243630,G,321044,G,270582,G,195372,G,141244,G,529811,G,231355,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",1254,G,1420,G,969,H,664,H,1128,H,28,H,102,J,34,J,1194,G,1545,G,32,J,7,G,12,J,26,H,26,J,4253,H,b,D,59,G,49,J,1353,G,5799,H,1323,H,761,G,835,H,26,H,484,H,105,G,124,J,6,G,36,H,129,H,15,G,68,G,a,D,28,J,572,G,9,J,8,J,25,G,78,G,71,G,86,H,28,H,7,J,71,G,10,J,24,J,24,J,208,G,343,H,673,G,162,H,14,J
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",279,H,183,G,382,G,134,J,200,G,7,J,109,H,1143,H,63,H,117,H,52,G,70,J,b,D,45,J,164,G,47,H,50,H,132,J,b,D,355,G,411,G,79,H,8374,G,949,G,148,H,690,J,18,G,24,G,b,D,29,G,87,H,245,J,116,J,c,D,b,D,70,H,c,D,44,H,114,H,a,D,a,D,177,G,f,D,g,D,43,H,14,J,911,G,143,H,56,H,106,H,e,D,244,J,63,J
Business,"Paid employees for pay period including March 12",Utilities,1231,H,789,H,1423,G,1179,J,g,D,1275,J,641,J,1117,G,h,D,e,D,191,J,h,D,g,D,712,H,162,J,g,D,g,D,455,H,459,H,893,H,1164,J,552,J,1379,H,g,D,757,J,887,H,h,D,198,J,c,D,e,D,1913,J,3110,J,582,H,g,D,g,D,1259,H,127,H,820,J,387,J,365,J,207,H,249,J,614,J,f,D,564,G,988,J,1297,J,435,J,1039,J,f,D,806,G,3379,J,e,D
Business,"Paid employees for pay period including March 12",Construction,9538,G,13130,G,10437,G,16270,G,15943,G,15465,G,12860,G,6467,H,10668,G,10057,G,14936,G,18459,G,16216,G,14879,G,19033,G,7362,G,22700,G,11949,G,16517,G,9682,G,4885,G,11334,G,13378,G,14775,G,9266,G,12265,G,5616,G,7814,G,11619,G,12138,G,11891,G,11167,G,8325,G,4856,G,16858,G,10744,G,5043,G,12820,G,19646,G,4818,G,14165,G,22523,G,7902,G,9405,G,20228,G,26112,G,13171,G,13756,G,14391,G,22744,G,5556,G,22853,G,10892,G
Business,"Paid employees for pay period including March 12",Manufacturing,12714,G,17347,G,15457,G,8853,G,28542,G,12126,G,10021,G,5258,G,14412,G,25063,G,9483,G,7656,G,19349,G,22980,H,22744,G,22935,G,83071,G,13270,H,14229,G,15477,G,18385,H,15639,G,8105,G,20770,G,15565,G,23568,G,6033,G,22230,H,25856,G,18573,G,19491,G,40075,G,29849,G,25223,G,31815,G,4992,G,9648,G,31894,G,25877,G,47269,G,15462,G,18219,G,32146,G,34081,G,42162,G,42763,G,19389,G,26118,H,31321,G,13808,G,16973,G,41418,G,6942,G
Business,"Paid employees for pay period including March 12","Wholesale trade",5446,G,9553,G,8717,G,5714,G,9623,G,15209,G,11056,H,1580,G,8866,G,11043,G,7574,G,13494,G,14988,G,25528,G,27508,G,10132,G,80070,G,12254,G,10685,H,11224,G,9563,G,8031,G,7424,G,8457,G,6856,G,14856,G,7769,G,7814,G,13929,G,11566,G,12806,G,24412,G,14202,G,34420,G,30441,G,3087,G,9607,G,34127,G,28063,G,36381,G,10335,G,8897,G,18685,G,19809,G,33313,G,22119,G,11393,G,17555,G,17707,G,6925,G,9347,G,34378,G,4300,G
Business,"Paid employees for pay period including March 12","Retail trade",31051,G,35828,G,29007,G,34988,G,34432,G,31403,G,31412,G,22232,G,24140,G,31943,G,34568,G,44159,G,30184,G,34894,G,31168,G,20268,G,33563,G,40404,G,23410,G,33910,G,19803,G,37328,G,26493,G,35759,G,28235,G,37094,G,32140,G,36248,G,22430,G,40031,G,32030,G,33228,G,53432,G,25767,G,34372,G,33793,G,25788,G,32474,G,30928,G,23794,G,27070,G,23950,G,28529,G,17360,G,34463,G,30826,G,28929,G,44941,G,34731,G,35093,G,33417,G,46016,G,30405,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",4554,H,4201,G,7366,G,3485,G,5420,G,11237,G,7985,J,4808,H,10889,G,13374,G,4917,H,7534,G,18222,G,29275,H,5815,G,6950,G,6583,G,1803,G,4944,G,4364,G,6290,G,6009,G,8026,G,5282,G,5215,G,4791,G,3674,H,3582,G,8845,G,1452,G,15700,G,10057,G,5090,G,7856,G,39443,G,2901,G,3063,G,12317,G,8956,G,15998,G,20639,G,3989,G,37363,G,20199,G,5619,G,7434,G,21695,H,3998,G,2513,H,3040,G,7192,G,10428,G,3543,G
Business,"Paid employees for pay period including March 12",Information,2314,H,6403,H,2361,H,4617,H,2796,G,6618,G,6105,J,1452,H,1638,H,1717,H,4747,H,64112,G,11826,G,45143,G,16050,G,2801,G,39678,H,58700,H,10042,G,2724,G,611,H,2211,H,2934,G,8987,G,3289,G,5935,G,4518,G,50602,G,2928,G,74634,H,4391,H,3013,G,48849,G,6779,G,3139,G,2362,G,77155,G,3325,H,3321,G,1681,H,2395,H,1649,G,5675,G,1546,H,18790,G,5007,G,4479,H,4415,G,6377,G,2002,H,2150,H,21495,G,2065,H
Business,"Paid employees for pay period including March 12","Finance and insurance",5991,G,8943,H,5116,H,13181,G,7127,H,9019,G,17884,G,2213,H,6187,H,4098,H,17836,G,50251,G,9152,H,13973,H,10321,H,2629,H,10556,H,12308,G,9733,H,4826,H,1304,H,9734,H,6380,H,6726,H,5211,H,12774,H,18033,H,8643,H,2640,G,26091,G,7868,G,7820,H,22145,G,26622,G,4602,H,3037,H,10265,G,5980,G,14947,G,2515,H,4162,H,2885,H,6378,H,1690,H,32415,G,18433,G,10662,G,20892,G,6268,G,3784,G,3494,G,32838,G,9447,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",2871,G,5064,G,2852,G,5857,G,3663,G,5851,G,3681,G,2592,G,2473,G,3074,G,4695,G,14707,G,5398,G,7179,G,4690,G,2203,G,5556,G,5833,G,3947,H,3335,G,1515,G,4123,G,3682,G,5063,G,2771,G,4601,G,4883,G,8630,G,4203,G,8998,G,3326,G,3370,G,15566,G,7716,G,3216,G,4524,G,8280,G,3700,G,4263,G,2464,G,2465,G,2378,G,6807,G,2226,G,18134,G,7336,H,4432,G,12466,G,5316,G,3451,G,2260,G,13160,G,5711,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",7418,G,15192,G,6390,G,17111,H,10434,G,19630,G,14829,G,3999,G,4419,G,7603,G,16542,G,99149,G,23830,G,33940,G,30900,G,3841,G,76238,G,51904,G,21828,G,10987,G,1652,G,9243,G,11791,G,14779,G,11084,H,22465,H,25094,G,126317,J,5818,G,40511,H,9102,G,11006,G,70298,G,33043,G,5305,G,4170,G,29647,G,7771,G,14392,G,3932,G,5771,G,7045,G,16972,G,2905,G,51772,G,18933,G,13639,G,36994,G,31771,G,7278,G,4253,G,83350,G,15340,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",1301,G,3221,G,1247,G,4250,G,3655,G,1991,H,3634,G,273,J,1125,G,2635,G,4367,G,19559,G,9431,H,7131,H,15067,G,1000,H,52416,H,3507,G,4090,G,3005,G,447,H,1959,G,1524,G,3864,H,920,H,5557,G,4235,G,9060,H,2225,G,4705,G,3340,H,3259,G,15004,G,10280,G,4427,G,374,J,4945,G,3091,G,5914,H,7672,G,1774,J,2208,H,8876,H,2737,H,12863,G,18416,G,3257,G,5835,G,4781,G,787,G,1373,H,13710,G,1261,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",8581,G,10260,G,8265,G,9868,G,14403,G,25451,G,12434,G,3965,G,9696,G,9580,G,14700,G,43131,G,14987,G,27778,G,21311,G,6776,G,35025,G,17124,H,21696,G,9240,G,2743,G,20108,G,16527,H,12784,G,10239,G,16648,G,17069,H,78713,H,10604,G,23580,G,24204,G,19624,G,27232,G,24159,G,21888,G,9112,G,22932,G,14299,G,15572,G,16628,G,14318,G,11493,G,21519,G,13649,G,33336,G,42075,G,21506,G,21623,G,14108,G,17215,G,6634,H,50100,G,22998,H
Business,"Paid employees for pay period including March 12","Educational services",3189,G,7360,G,2543,H,3680,G,4371,H,5834,G,4180,G,2067,G,4876,H,2490,G,6859,G,23490,G,14464,G,5284,G,4415,G,3420,H,10442,G,38450,H,4064,G,4429,G,1015,G,4480,H,1965,G,7352,G,5728,H,5525,H,21519,G,10810,G,4037,G,13570,H,8931,G,8648,H,15570,G,9617,G,4046,G,1958,G,31166,J,6609,G,5083,G,1356,G,5062,G,1605,G,10903,H,1468,G,7638,G,9219,H,3578,G,6370,G,6057,G,3700,G,2745,G,15959,H,6565,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",36842,G,35466,G,28186,G,31003,G,41146,G,48022,G,33039,G,19561,G,28529,G,28244,H,39263,G,60946,G,50122,G,31305,G,31693,G,27729,G,32994,G,65923,G,21820,G,31120,G,12028,H,36189,G,35540,G,37935,G,20117,G,33225,G,47281,G,56103,G,32113,G,49533,G,49180,G,33349,G,56634,G,49628,G,28644,G,26372,G,30231,G,32879,G,21094,G,24101,G,27935,G,17089,G,36016,G,13899,G,36497,G,50453,G,37381,G,38152,G,35456,G,21992,G,19761,G,36733,G,63965,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",4421,G,6874,G,2622,G,11185,G,6865,G,4321,G,3828,G,7063,G,2643,G,2505,G,5875,G,13922,G,6808,G,5579,G,3906,G,2290,G,7399,G,5784,G,4408,H,5174,G,1197,G,3316,G,3201,G,4762,G,5734,H,3994,G,6516,H,10190,G,1359,H,17448,J,2421,G,2249,H,16792,G,10650,H,1950,G,11190,G,7647,H,3185,H,7584,H,2123,J,1923,G,2832,G,4205,G,826,H,4689,G,36560,J,3563,G,5243,G,8538,G,6301,H,1868,G,12784,G,6431,H
Business,"Paid employees for pay period including March 12","Accommodation and food services",21669,G,30885,G,22713,G,36077,G,31753,G,29992,G,21355,G,21606,G,16039,G,20587,G,22764,G,84128,G,32639,G,36502,G,23753,G,13178,G,34959,G,35481,G,25459,G,34374,G,12266,G,24505,G,21730,G,41499,G,20763,G,28492,G,34154,G,45606,G,12220,G,36827,G,23518,G,21823,G,73513,G,36380,G,19835,G,37414,G,25831,G,22547,G,31073,G,17218,G,18352,G,17949,G,31191,G,12612,G,35780,G,40592,G,31589,G,49219,G,37878,G,36805,G,16643,G,70103,G,27465,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",8775,G,10798,G,6615,G,10012,G,9592,G,14440,G,7542,H,5664,G,6881,G,8026,G,12323,G,27127,G,16498,G,14537,G,9774,G,6475,G,14366,G,12270,G,8520,G,9337,G,3117,G,9922,G,7742,G,10296,G,7609,G,9177,G,11549,G,17088,G,5868,G,14835,G,8982,G,7964,G,22057,G,19751,G,9856,G,7286,G,11974,G,9072,G,11184,G,7276,G,6777,G,5794,G,10647,G,6082,G,12476,G,14123,G,12651,G,12768,G,11966,G,9415,G,5762,G,20585,G,13435,G
Business,"Paid employees for pay period including March 12","Industries not classified",78,G,159,G,63,J,77,G,118,G,85,J,32,G,44,H,31,J,41,G,87,J,182,J,110,H,123,H,82,H,39,J,45,H,196,J,36,G,120,G,20,J,55,J,29,G,126,G,43,H,61,G,78,J,99,J,39,J,139,J,33,J,32,G,345,J,39,H,68,J,59,H,132,J,21,J,76,J,21,J,24,H,23,H,43,G,18,J,69,H,66,H,84,G,97,J,100,H,77,J,26,H,116,G,44,J
Business,"Annual payroll ($1,000)","Total for all sectors",6479930,G,11417296,G,7140589,G,10729063,G,11958769,G,13035105,G,11015767,H,3918038,G,7077424,G,7939219,G,13181583,G,58703935,G,19021181,G,39396744,G,20557434,G,5968458,G,64850211,G,42756333,G,12724439,G,8464763,G,4013510,G,7893027,G,7994664,G,11279394,G,6563837,G,13651660,G,12302895,G,25385698,G,7680660,G,19677710,G,10016751,G,10908511,G,37094085,G,20319838,G,11520740,G,5657207,G,18807749,G,10458395,G,11328882,G,9213605,G,7147165,G,6182538,G,14504102,G,7611402,G,27910748,G,17941925,G,12099122,G,19178962,G,14956615,G,7618541,G,5150842,G,33918991,G,10193343,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",72692,G,65564,G,42737,G,26763,H,47300,G,1522,J,2353,J,1021,H,60459,G,47826,G,1140,G,739,J,951,G,823,G,652,H,91616,H,D,D,2603,G,1833,H,91113,G,201273,H,45506,G,29392,H,38266,G,872,G,25795,H,4577,H,3231,H,66,H,1007,G,2345,H,463,H,2072,G,D,D,1029,G,17001,G,485,H,208,H,639,G,3004,H,3715,G,2274,G,471,H,213,G,3284,G,217,J,560,H,1146,G,7175,G,10850,H,24634,G,8673,H,1292,H
