Topic,Subject,Title,"District 01 Value","District 01 MOE","District 02 Value","District 02 MOE","District 03 Value","District 03 MOE","District 04 Value","District 04 MOE","District 05 Value","District 05 MOE","District 06 Value","District 06 MOE","District 07 Value","District 07 MOE","District 08 Value","District 08 MOE","District 09 Value","District 09 MOE","District 10 Value","District 10 MOE","District 11 Value","District 11 MOE","District 12 Value","District 12 MOE","District 13 Value","District 13 MOE","District 14 Value","District 14 MOE","District 15 Value","District 15 MOE","District 16 Value","District 16 MOE","District 17 Value","District 17 MOE","District 18 Value","District 18 MOE","District 19 Value","District 19 MOE","District 20 Value","District 20 MOE","District 21 Value","District 21 MOE","District 22 Value","District 22 MOE","District 23 Value","District 23 MOE","District 24 Value","District 24 MOE","District 25 Value","District 25 MOE","District 26 Value","District 26 MOE","District 27 Value","District 27 MOE"
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","People in families",10.8,(+/-1.6),15,(+/-1.6),14.6,(+/-1.4),6.4,(+/-1.2),19.9,(+/-1.8),11.8,(+/-1.5),11.3,(+/-1.5),10.6,(+/-1.6),16.1,(+/-1.6),13.2,(+/-1.6),12,(+/-1.7),9.4,(+/-1.2),11.5,(+/-1.4),15.4,(+/-1.6),11.6,(+/-1.2),10.4,(+/-1.3),12.4,(+/-1.6),9.5,(+/-1.3),13,(+/-1.7),19.3,(+/-2.2),10.1,(+/-1.2),9,(+/-1.4),7.6,(+/-1.3),22,(+/-1.8),17.8,(+/-1.7),15.8,(+/-1.7),10.5,(+/-1.3)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",20.9,(+/-1.9),29.4,(+/-2.7),38,(+/-2.3),22.1,(+/-2.2),38.2,(+/-2.1),27.2,(+/-2.2),25.1,(+/-2.3),21.9,(+/-2.0),26.4,(+/-2.3),23,(+/-2.7),25.6,(+/-2.5),24.5,(+/-1.9),24.3,(+/-1.7),26.7,(+/-1.9),25.5,(+/-2.5),21.6,(+/-2.0),25.6,(+/-2.2),24.1,(+/-2.4),23,(+/-2.3),28.5,(+/-2.7),22.1,(+/-2.4),19.4,(+/-1.7),21.4,(+/-2.1),40,(+/-2.6),39.6,(+/-3.3),33,(+/-2.9),29.8,(+/-2.1)
Education,"School Enrollment","Population 3 years and over enrolled in school",174435,"(+/-4,658)",166795,"(+/-7,065)",204965,"(+/-6,413)",182405,"(+/-6,494)",213050,"(+/-7,428)",153060,"(+/-5,290)",207190,"(+/-7,807)",150480,"(+/-3,954)",201680,"(+/-8,373)",202590,"(+/-7,836)",123465,"(+/-6,072)",155130,"(+/-5,836)",138605,"(+/-5,479)",193005,"(+/-7,194)",179980,"(+/-8,589)",161035,"(+/-6,610)",135090,"(+/-5,790)",161070,"(+/-6,717)",144365,"(+/-6,639)",204325,"(+/-8,617)",160195,"(+/-6,407)",166950,"(+/-7,827)",188780,"(+/-6,825)",186165,"(+/-9,363)",173435,"(+/-7,157)",212855,"(+/-8,409)",165835,"(+/-7,184)"
Education,"School Enrollment","Nursery school, preschool",8325,"(+/-1,693)",11950,"(+/-2,019)",9635,"(+/-1,757)",10210,"(+/-1,669)",13175,"(+/-2,043)",6970,"(+/-1,468)",12065,"(+/-2,071)",6765,"(+/-1,354)",14005,"(+/-2,356)",14140,"(+/-2,041)",6225,"(+/-1,639)",9695,"(+/-1,911)",8145,"(+/-1,621)",10670,"(+/-1,634)",11260,"(+/-1,920)",10365,"(+/-1,937)",5380,"(+/-1,535)",10420,"(+/-2,100)",6800,"(+/-1,420)",14775,"(+/-2,135)",11010,"(+/-2,191)",10735,"(+/-2,043)",13990,"(+/-2,066)",12540,"(+/-2,058)",10735,"(+/-1,957)",15775,"(+/-2,514)",13165,"(+/-2,193)"
Education,"School Enrollment",Kindergarten,5685,"(+/-1,512)",9880,"(+/-1,891)",7765,"(+/-1,369)",8740,"(+/-2,018)",9440,"(+/-1,719)",6990,"(+/-1,528)",8015,"(+/-1,429)",7415,"(+/-1,713)",9930,"(+/-2,484)",11595,"(+/-1,908)",8535,"(+/-1,987)",6610,"(+/-1,343)",6170,"(+/-1,183)",9460,"(+/-1,473)",11130,"(+/-1,819)",8145,"(+/-1,276)",8280,"(+/-1,765)",8005,"(+/-2,115)",7105,"(+/-1,381)",8440,"(+/-1,450)",7045,"(+/-1,558)",6305,"(+/-1,205)",7575,"(+/-1,552)",9235,"(+/-1,832)",8775,"(+/-1,683)",9750,"(+/-1,783)",7390,"(+/-1,557)"
Education,"School Enrollment","Elementary school (grades 1-8)",70440,"(+/-3,081)",62955,"(+/-3,261)",68105,"(+/-3,381)",72000,"(+/-3,848)",79060,"(+/-4,098)",60685,"(+/-2,883)",66850,"(+/-3,746)",61110,"(+/-2,408)",88165,"(+/-5,897)",80750,"(+/-4,312)",50650,"(+/-3,893)",65145,"(+/-3,284)",53435,"(+/-2,916)",72640,"(+/-4,387)",74225,"(+/-5,697)",69200,"(+/-3,981)",61040,"(+/-4,180)",65420,"(+/-3,706)",61090,"(+/-2,981)",80945,"(+/-4,949)",62420,"(+/-4,175)",59240,"(+/-4,635)",73665,"(+/-5,021)",73655,"(+/-5,208)",69350,"(+/-3,799)",82055,"(+/-4,963)",53705,"(+/-4,220)"
Education,"School Enrollment","High school (grades 9-12)",37850,"(+/-2,819)",35630,"(+/-2,826)",38095,"(+/-2,972)",35350,"(+/-2,703)",36105,"(+/-2,398)",32270,"(+/-2,214)",37290,"(+/-2,788)",33620,"(+/-1,915)",45565,"(+/-3,507)",45300,"(+/-3,709)",29355,"(+/-2,851)",34070,"(+/-2,298)",27475,"(+/-1,737)",38640,"(+/-2,706)",40345,"(+/-3,679)",35780,"(+/-2,823)",32280,"(+/-3,302)",38265,"(+/-3,742)",33285,"(+/-2,783)",44125,"(+/-3,447)",34905,"(+/-2,726)",38835,"(+/-3,310)",34235,"(+/-2,469)",36995,"(+/-3,241)",36860,"(+/-3,095)",42565,"(+/-3,059)",29640,"(+/-2,921)"
Education,"School Enrollment","College or graduate school",52135,"(+/-4,335)",46385,"(+/-5,044)",81365,"(+/-4,117)",56100,"(+/-4,956)",75270,"(+/-5,375)",46150,"(+/-3,681)",82965,"(+/-5,596)",41565,"(+/-3,746)",44020,"(+/-4,701)",50805,"(+/-4,357)",28700,"(+/-3,308)",39610,"(+/-3,685)",43380,"(+/-4,100)",61600,"(+/-4,117)",43020,"(+/-4,564)",37545,"(+/-3,617)",28110,"(+/-4,093)",38955,"(+/-3,981)",36080,"(+/-3,814)",56040,"(+/-4,890)",44815,"(+/-4,055)",51835,"(+/-4,577)",59320,"(+/-3,875)",53740,"(+/-4,334)",47715,"(+/-3,942)",62710,"(+/-5,222)",61940,"(+/-4,863)"
Education,"Educational Attainment","Population 25 years and over",515295,"(+/-2,283)",493675,"(+/-6,651)",477060,"(+/-6,325)",531770,"(+/-8,583)",467695,"(+/-8,961)",543160,"(+/-5,517)",502815,"(+/-7,905)",541065,"(+/-3,334)",552300,"(+/-11,041)",521180,"(+/-10,833)",587260,"(+/-7,506)",544470,"(+/-5,835)",547200,"(+/-5,442)",515280,"(+/-7,847)",503115,"(+/-12,163)",575300,"(+/-8,180)",560780,"(+/-7,498)",554690,"(+/-7,158)",591350,"(+/-7,951)",524720,"(+/-11,622)",548450,"(+/-7,391)",546095,"(+/-9,410)",521095,"(+/-8,196)",505195,"(+/-11,658)",532480,"(+/-10,126)",539425,"(+/-11,797)",551355,"(+/-10,704)"
Education,"Educational Attainment","Less than 9th grade",13830,"(+/-2,800)",19240,"(+/-2,338)",16990,"(+/-2,857)",9825,"(+/-1,898)",19940,"(+/-2,602)",12655,"(+/-2,032)",12660,"(+/-2,679)",16135,"(+/-2,827)",33170,"(+/-3,866)",28820,"(+/-3,814)",17220,"(+/-2,605)",16150,"(+/-2,036)",14925,"(+/-2,243)",25585,"(+/-2,567)",24550,"(+/-3,710)",26960,"(+/-3,096)",28340,"(+/-3,352)",27525,"(+/-3,535)",34305,"(+/-4,182)",43315,"(+/-3,960)",32825,"(+/-3,951)",23380,"(+/-3,937)",16850,"(+/-3,145)",62445,"(+/-4,769)",67090,"(+/-5,002)",50280,"(+/-4,278)",55045,"(+/-4,437)"
Education,"Educational Attainment","9th to 12th grade, no diploma",35790,"(+/-3,143)",44310,"(+/-4,073)",37125,"(+/-3,837)",25095,"(+/-3,209)",53315,"(+/-4,110)",38020,"(+/-3,605)",22155,"(+/-2,685)",30725,"(+/-3,163)",45155,"(+/-4,433)",37445,"(+/-4,709)",45335,"(+/-3,875)",37735,"(+/-3,307)",36580,"(+/-3,136)",36190,"(+/-2,890)",39190,"(+/-3,607)",34330,"(+/-3,708)",45565,"(+/-3,666)",34220,"(+/-4,339)",35210,"(+/-3,724)",50890,"(+/-4,408)",28440,"(+/-3,234)",24630,"(+/-2,544)",25005,"(+/-2,626)",55165,"(+/-4,065)",52215,"(+/-4,190)",51770,"(+/-3,911)",29590,"(+/-3,260)"
Education,"Educational Attainment","High school graduate (includes equivalency)",138900,"(+/-5,269)",161370,"(+/-6,805)",148230,"(+/-7,447)",128520,"(+/-7,590)",153095,"(+/-6,172)",179970,"(+/-5,586)",112260,"(+/-6,207)",166725,"(+/-6,790)",182055,"(+/-8,830)",137950,"(+/-8,553)",217035,"(+/-9,025)",162010,"(+/-6,662)",163375,"(+/-7,155)",132710,"(+/-5,964)",150285,"(+/-7,338)",164455,"(+/-7,346)",211050,"(+/-7,734)",155740,"(+/-7,831)",167550,"(+/-7,610)",163965,"(+/-6,655)",129225,"(+/-6,393)",134120,"(+/-7,120)",125060,"(+/-6,855)",155625,"(+/-8,171)",162810,"(+/-6,497)",160520,"(+/-8,011)",137270,"(+/-7,674)"
Education,"Educational Attainment","Some college, no degree",122750,"(+/-5,873)",111845,"(+/-4,562)",97480,"(+/-5,015)",113885,"(+/-6,066)",106495,"(+/-6,947)",127475,"(+/-4,819)",99460,"(+/-5,764)",121775,"(+/-5,829)",116745,"(+/-6,627)",107210,"(+/-7,341)",133510,"(+/-6,501)",125195,"(+/-5,186)",123965,"(+/-5,316)",94920,"(+/-4,827)",106800,"(+/-6,553)",122215,"(+/-5,870)",114910,"(+/-5,350)",116240,"(+/-6,687)",123070,"(+/-5,628)",101220,"(+/-6,563)",113025,"(+/-5,556)",107005,"(+/-4,683)",95100,"(+/-5,458)",90455,"(+/-5,954)",74550,"(+/-5,803)",97045,"(+/-5,812)",70905,"(+/-5,376)"
Education,"Educational Attainment","Associate's degree",65955,"(+/-4,576)",45845,"(+/-3,542)",48585,"(+/-4,000)",46625,"(+/-4,699)",44080,"(+/-3,620)",55790,"(+/-3,939)",72380,"(+/-4,886)",55225,"(+/-4,291)",55210,"(+/-5,701)",52335,"(+/-5,276)",51905,"(+/-4,207)",59240,"(+/-4,370)",52060,"(+/-3,698)",44700,"(+/-3,830)",53775,"(+/-3,815)",49065,"(+/-3,619)",44610,"(+/-3,651)",51790,"(+/-4,170)",47835,"(+/-3,430)",46550,"(+/-4,223)",50275,"(+/-4,331)",46810,"(+/-3,278)",52135,"(+/-4,902)",43630,"(+/-3,754)",50355,"(+/-5,031)",49010,"(+/-4,169)",47805,"(+/-4,230)"
Education,"Educational Attainment","Bachelor's degree",91340,"(+/-5,658)",67320,"(+/-4,484)",76260,"(+/-4,775)",134740,"(+/-6,479)",62600,"(+/-4,480)",86255,"(+/-4,963)",124510,"(+/-5,581)",89220,"(+/-4,492)",80420,"(+/-5,759)",107675,"(+/-7,581)",79415,"(+/-6,031)",94145,"(+/-4,623)",101720,"(+/-4,632)",113835,"(+/-5,602)",87075,"(+/-6,036)",107945,"(+/-5,356)",72125,"(+/-4,867)",107670,"(+/-5,519)",110260,"(+/-5,323)",76910,"(+/-5,958)",121350,"(+/-5,024)",135800,"(+/-7,006)",129980,"(+/-7,045)",64805,"(+/-4,653)",85270,"(+/-5,231)",91505,"(+/-5,226)",120180,"(+/-5,991)"
Education,"Educational Attainment","Graduate or professional degree",46725,"(+/-3,515)",43745,"(+/-2,981)",52395,"(+/-4,115)",73080,"(+/-5,302)",28165,"(+/-2,629)",42990,"(+/-3,121)",59385,"(+/-3,969)",61265,"(+/-4,702)",39550,"(+/-4,310)",49745,"(+/-4,658)",42840,"(+/-4,123)",49995,"(+/-3,608)",54580,"(+/-3,758)",67335,"(+/-4,351)",41445,"(+/-3,536)",70335,"(+/-3,883)",44180,"(+/-2,849)",61505,"(+/-4,346)",73115,"(+/-4,347)",41870,"(+/-4,050)",73310,"(+/-4,609)",74355,"(+/-4,425)",76965,"(+/-5,082)",33070,"(+/-2,993)",40190,"(+/-3,481)",39300,"(+/-3,594)",90565,"(+/-5,397)"
Education,"Educational Attainment","Percent high school graduate or higher",90.4,(+/-0.8),87.1,(+/-1.0),88.7,(+/-1.0),93.4,(+/-0.7),84.3,(+/-1.0),90.7,(+/-0.7),93.1,(+/-0.7),91.3,(+/-0.8),85.8,(+/-1.0),87.3,(+/-1.0),89.3,(+/-0.8),90.1,(+/-0.6),90.6,(+/-0.7),88,(+/-0.8),87.3,(+/-0.9),89.3,(+/-0.7),86.8,(+/-0.9),88.9,(+/-0.9),88.2,(+/-0.8),82,(+/-1.0),88.8,(+/-1.0),91.2,(+/-0.9),92,(+/-0.8),76.7,(+/-1.1),77.6,(+/-1.2),81.1,(+/-0.9),84.6,(+/-0.9)
Education,"Educational Attainment","Percent bachelor's degree or higher",26.8,(+/-1.3),22.5,(+/-1.0),27,(+/-1.2),39.1,(+/-1.5),19.4,(+/-1.1),23.8,(+/-1.0),36.6,(+/-1.2),27.8,(+/-1.2),21.7,(+/-1.1),30.2,(+/-1.4),20.8,(+/-1.1),26.5,(+/-1.1),28.6,(+/-1.1),35.2,(+/-1.2),25.5,(+/-1.3),31,(+/-1.1),20.7,(+/-1.0),30.5,(+/-1.2),31,(+/-1.2),22.6,(+/-1.3),35.5,(+/-1.3),38.5,(+/-1.2),39.7,(+/-1.6),19.4,(+/-1.0),23.6,(+/-1.1),24.2,(+/-1.2),38.2,(+/-1.3)
Topic,Subject,Title,"District 01 Value","District 01 Flag","District 02 Value","District 02 Flag","District 03 Value","District 03 Flag","District 04 Value","District 04 Flag","District 05 Value","District 05 Flag","District 06 Value","District 06 Flag","District 07 Value","District 07 Flag","District 08 Value","District 08 Flag","District 09 Value","District 09 Flag","District 10 Value","District 10 Flag","District 11 Value","District 11 Flag","District 12 Value","District 12 Flag","District 13 Value","District 13 Flag","District 14 Value","District 14 Flag","District 15 Value","District 15 Flag","District 16 Value","District 16 Flag","District 17 Value","District 17 Flag","District 18 Value","District 18 Flag","District 19 Value","District 19 Flag","District 20 Value","District 20 Flag","District 21 Value","District 21 Flag","District 22 Value","District 22 Flag","District 23 Value","District 23 Flag","District 24 Value","District 24 Flag","District 25 Value","District 25 Flag","District 26 Value","District 26 Flag","District 27 Value","District 27 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",204902,G,171671,G,211256,G,341132,G,225407,G,176971,G,336635,G,212400,G,186465,G,454769,G,134581,G,169210,G,297458,G,413625,G,255136,G,220407,G,135133,G,213491,G,287169,G,253701,G,196716,G,336756,G,290553,G,203396,G,327220,G,127774,G,349670,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",201,H,1412,G,575,G,447,G,226,H,88,H,60,J,695,G,662,G,f,D,99,J,59,G,30,J,10,J,69,H,1702,H,483,G,653,J,148,G,130,H,178,H,60,G,60,G,8,J,160,J,291,G,17,J
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",156,J,158,G,187,H,c,D,162,G,55,J,16,J,20,H,114,G,37,H,257,H,b,D,12,J,12,J,92,H,c,D,g,D,84,H,188,H,94,J,11,J,109,H,b,D,23,J,473,G,e,D,5,J
Business,"Paid employees for pay period including March 12",Utilities,2284,H,1060,G,1171,J,310,H,474,G,557,H,800,J,389,J,332,H,347,J,1451,H,1054,G,g,D,1404,J,304,J,964,G,1140,H,h,D,561,H,1290,J,c,D,77,J,g,D,464,H,g,D,g,D,f,D
Business,"Paid employees for pay period including March 12",Construction,13130,G,8565,G,10434,G,16601,G,15859,G,11300,G,19668,G,11829,G,9906,G,18492,G,9956,G,10769,G,12205,G,17017,G,17849,G,14553,G,10429,G,12176,G,26592,G,15865,G,10247,G,16942,G,9959,G,6928,G,17561,G,7433,G,7948,G
Business,"Paid employees for pay period including March 12",Manufacturing,7110,G,11421,G,12567,G,15388,G,12706,G,10067,G,9127,G,20074,G,10500,G,18977,G,5572,G,7193,G,24469,G,12878,G,15387,G,12969,G,8759,H,7498,G,7075,G,13712,G,3484,G,10458,G,5411,H,10442,G,19065,G,3089,G,2719,H
Business,"Paid employees for pay period including March 12","Wholesale trade",5398,G,5462,G,6610,G,15327,G,11314,G,4809,G,9077,G,5214,G,4820,H,21097,G,2562,G,4367,G,12600,G,19510,G,16527,G,7965,G,3634,G,6693,G,8364,G,21485,G,4866,G,18682,G,12880,G,17910,G,42519,G,7464,H,8486,G
Business,"Paid employees for pay period including March 12","Retail trade",37645,G,31806,G,37914,G,44396,G,34444,G,33125,G,45903,G,37790,G,31861,G,60436,G,28560,G,33688,G,39268,G,42552,G,38181,G,39598,G,28509,G,39347,G,55402,G,34201,G,35326,G,49941,G,63283,G,27581,G,43000,G,26981,G,48991,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",4320,G,3886,H,6405,G,19043,G,10690,G,2560,H,3239,G,4861,G,10490,G,21305,G,2740,J,1537,G,3532,G,11312,G,12339,G,5298,G,3053,G,4558,G,5219,G,11687,G,2067,G,8179,G,12139,G,5647,G,48052,G,2567,G,11147,H
Business,"Paid employees for pay period including March 12",Information,2608,G,7443,H,4073,H,5996,G,6939,H,3431,G,13084,G,3331,G,3071,G,9281,G,2556,H,2191,H,9530,H,14357,G,7952,H,3314,G,1254,G,3763,G,5917,H,12863,H,3031,H,8032,G,7304,H,3857,G,11223,G,1648,H,6183,G
Business,"Paid employees for pay period including March 12","Finance and insurance",10502,G,5970,G,7146,G,37860,G,12148,G,5792,G,25120,G,6156,H,7089,H,8767,H,3268,H,7560,H,18695,H,38815,G,16496,G,7782,H,3921,G,6974,H,8554,H,9277,G,6520,G,18415,G,12859,G,5987,G,12364,H,5373,H,25864,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",4616,G,3535,G,4082,G,6129,G,4113,G,4070,G,6801,G,3675,G,7613,H,18702,G,2734,G,3099,H,6324,G,8977,G,4831,G,5613,G,2491,H,4450,G,8050,G,5230,G,4816,G,9759,G,9628,G,3354,G,7617,G,3328,G,9455,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",15505,G,12218,G,11434,G,22218,G,12461,G,8120,G,32379,G,14354,G,5474,G,25661,G,5609,G,13610,G,19948,G,47913,G,14051,H,12470,G,5596,G,15605,G,15412,G,16876,G,13718,G,33228,G,18787,G,8978,G,13822,G,5854,G,41135,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",1377,G,788,H,1495,G,10295,H,4658,G,1037,J,17342,G,2366,H,2157,H,17121,G,557,G,1508,J,7659,G,11349,H,10104,H,4317,H,877,J,2997,G,4181,G,4472,H,2193,G,10069,H,3409,G,3356,H,6826,G,2007,J,10297,H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",11948,G,6082,G,11702,G,26051,G,21270,G,9142,G,34159,G,15203,G,9043,G,37116,G,8244,G,8363,G,27021,G,48736,G,24003,G,13958,G,7682,G,17640,G,17228,G,29726,G,14359,G,29459,G,23303,G,14809,G,30531,G,6256,G,21383,G
Business,"Paid employees for pay period including March 12","Educational services",5315,H,1823,G,3994,G,6463,G,5202,G,7012,G,12115,G,6027,H,3248,H,5365,G,2210,H,3669,G,5597,G,9503,G,5757,G,3650,G,1073,G,4079,G,3947,G,8517,H,4525,G,8859,G,10069,H,14864,H,4597,G,2597,G,12734,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",35717,G,30419,G,51608,G,47985,G,34059,G,33901,G,51292,G,38237,G,25503,G,33226,G,32970,G,34578,G,56168,G,57921,G,33350,G,40998,G,27862,G,35376,H,46168,G,38249,G,37433,G,39881,G,37444,G,47201,G,28167,G,17994,G,54066,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",2965,G,2687,H,3101,H,5870,G,4670,H,4982,G,5577,H,5709,G,7509,H,46995,G,2201,G,3233,G,5787,G,12542,H,3290,G,5439,G,3317,G,7243,G,11450,G,4686,G,9317,G,8339,H,6243,G,5132,G,4621,G,2768,G,6962,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",33652,G,26875,G,26865,G,46634,G,22933,G,27208,G,33786,G,26487,G,29509,G,95831,G,16399,G,24778,G,33109,G,41842,G,23774,G,29397,G,17425,G,27981,G,48119,G,16457,G,32918,G,49431,G,42891,G,17150,G,26185,G,24901,G,65597,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",10427,G,10029,G,9869,G,13980,G,11052,G,9696,G,17058,G,9954,G,17554,G,15241,H,6624,G,7905,G,14409,G,16951,G,10747,G,10169,G,6605,G,11852,G,14572,G,8816,G,11440,G,16780,G,13163,G,9633,G,9171,G,5758,G,15774,G
Business,"Paid employees for pay period including March 12","Industries not classified",26,H,32,G,24,J,38,H,27,J,19,J,32,J,29,H,10,J,24,G,12,J,27,J,28,J,24,J,33,J,54,G,19,G,46,J,22,H,68,H,69,H,56,J,39,G,72,G,20,G,24,J,67,H
Business,"Annual payroll ($1,000)","Total for all sectors",7679621,G,6270957,G,7734766,G,15804035,G,9680539,G,6093591,G,15929308,G,8779885,G,6839676,G,18332423,G,4485823,G,5936023,G,13201069,G,21138349,G,10194682,G,8550695,G,4641716,G,9206892,G,11456501,G,11784234,G,8223625,G,16667664,G,12728839,G,9112463,G,14717856,G,4359253,G,18892312,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",6801,G,53611,G,21680,G,29622,G,10866,G,2502,G,3199,J,13804,G,16529,G,D,D,2428,H,2552,H,1170,H,1481,J,2341,H,36199,H,14598,G,15716,H,4041,G,3422,G,8785,G,2452,G,1620,H,261,H,3819,H,5683,G,508,H
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",7570,J,6627,G,13234,H,D,D,9641,G,2871,H,1101,H,747,H,5819,G,2803,H,13294,H,D,D,764,J,555,H,5065,G,D,D,D,D,6308,G,9564,H,4504,H,166,H,15391,G,D,D,670,J,39595,G,D,D,1003,J
Business,"Annual payroll ($1,000)",Utilities,160753,H,81259,H,89938,J,30363,H,43935,G,51036,H,65526,H,35456,J,29731,H,28847,J,140102,H,63309,H,D,D,133342,J,26227,H,89856,G,98238,H,D,D,44735,H,112920,J,D,D,7249,J,D,D,45156,H,D,D,D,D,D,D
Business,"Annual payroll ($1,000)",Construction,542372,G,308991,G,410557,G,821522,G,725909,G,421111,G,991492,G,493923,G,443919,G,934185,G,369451,G,441735,G,527541,G,888596,G,852943,G,652232,G,429750,G,509288,G,1201904,G,790575,G,480318,G,892467,G,486947,G,322638,G,804022,G,280426,G,480656,G
Business,"Annual payroll ($1,000)",Manufacturing,448809,G,556825,G,655334,G,958181,G,688240,G,476880,G,408864,G,1545255,G,699325,H,1220516,H,225468,G,344157,G,1338234,G,685844,G,733511,G,671918,G,441456,H,441055,G,324193,G,632844,G,186524,G,513770,G,283842,H,435010,G,892611,G,156070,H,103838,H
Business,"Annual payroll ($1,000)","Wholesale trade",248696,G,288579,G,331596,G,958329,G,619573,G,226639,G,579980,G,328665,G,234047,H,1140783,G,108145,G,215214,G,754645,G,1148669,G,866005,G,402677,G,161013,G,369229,G,516645,G,1246164,G,291068,G,1344236,G,782113,G,824017,G,2229781,G,298905,G,611519,G
Business,"Annual payroll ($1,000)","Retail trade",968405,G,746598,G,939402,G,1170124,G,950226,G,866416,G,1241441,G,969443,G,795922,G,1521173,G,727326,G,889489,G,1061426,G,1202311,G,1081111,G,1042063,G,743273,G,1074674,G,1564896,G,1099401,G,1020797,G,1583785,G,1775508,G,825209,G,1142949,G,665742,G,1444387,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",205005,G,170374,H,295219,G,763212,G,574827,G,102623,H,142467,G,247200,G,576144,H,1009315,G,113358,J,56507,G,143594,G,579249,G,538790,G,226584,G,121689,H,198075,G,199426,G,596969,G,71832,G,368717,G,590086,G,238779,G,2966690,H,92219,G,603628,H
Business,"Annual payroll ($1,000)",Information,137230,G,262433,H,229494,H,427706,G,656926,H,139950,G,954496,G,219722,H,232676,H,612680,G,125235,H,134818,H,539216,H,1305317,G,486227,H,204186,G,57590,G,230790,G,336728,G,1419081,H,197922,H,584052,G,734562,H,242582,G,958019,G,87231,H,552464,G
Business,"Annual payroll ($1,000)","Finance and insurance",570793,G,346379,G,374223,G,2834396,G,825569,H,329808,G,1815270,G,382264,H,438446,H,715935,H,169009,H,320698,H,1540512,H,2851640,G,1003716,G,555214,G,217051,G,611641,G,736166,G,662963,G,642994,G,2023959,H,969697,G,418975,G,841435,H,335487,H,3098589,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",170758,G,120982,G,128451,G,287321,G,237590,H,142238,G,283130,G,129713,G,258588,H,992721,G,71969,G,101429,G,233938,G,442027,G,210595,G,256084,G,78723,G,193888,G,372149,G,226345,G,222086,G,545901,G,440345,G,147396,G,309068,G,118516,G,475360,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",963203,G,899206,G,564137,G,1440232,G,978435,G,392433,G,2351395,G,1065329,G,259233,G,1723326,G,247651,G,649634,G,1192752,G,3887259,G,724684,H,700433,G,208397,G,1014562,G,1063869,G,962866,G,1031580,G,2302068,G,1131120,G,514242,G,830802,G,238726,G,3584284,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",78611,G,54468,H,76759,G,953983,H,275859,G,93537,J,1378463,G,194180,H,114312,H,1455452,G,25801,G,102104,J,656522,H,974233,H,723692,H,388957,G,59679,J,359279,H,355048,G,397633,H,222082,H,1293992,H,370456,H,250668,H,572930,H,143247,J,888136,G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",408677,G,221921,G,309892,G,946030,G,645363,G,262783,G,1261011,G,458580,G,231915,G,1186290,G,223195,G,279978,G,934423,G,1707396,G,534393,G,467208,G,238864,G,693086,H,524087,G,937306,G,455764,G,1133208,G,954794,G,566315,G,841010,G,177169,G,821390,G
Business,"Annual payroll ($1,000)","Educational services",101168,G,45882,H,102409,G,193047,G,170742,G,227787,G,473758,G,173346,J,102091,G,184684,G,69154,H,118626,H,170809,G,330399,G,176387,G,130200,G,30773,G,142206,G,134984,G,247578,G,143601,G,321731,G,405088,H,852537,J,163193,G,71519,G,643942,H
Business,"Annual payroll ($1,000)","Health care and social assistance",1750486,G,1318689,G,2476002,G,2525749,G,1364952,G,1510314,G,2664444,H,1694756,G,1209250,G,1459111,H,1418299,G,1567557,G,2792787,G,3205686,G,1515414,H,1798323,G,1176045,G,1635579,H,2415690,G,1765353,G,1948170,G,1963086,G,2132010,G,2523034,G,1070327,G,762892,G,2947629,H
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",55029,G,63283,H,56526,H,141820,G,253105,J,102721,G,213519,H,143718,G,187095,H,1163224,G,35437,G,50310,G,219867,H,483481,G,49703,H,131917,G,59387,G,211528,G,305755,G,123439,G,284122,G,247800,H,254987,H,315087,H,126585,G,58660,G,484949,G
Business,"Annual payroll ($1,000)","Accommodation and food services",602475,G,431108,G,397736,G,826081,G,328436,G,455623,G,573027,G,432773,G,543150,G,2484598,G,247641,G,397588,G,604099,G,808383,G,370413,G,521857,G,275879,G,491705,G,939879,G,279631,G,674926,G,1029167,G,934797,G,331091,G,527123,G,550201,G,1631237,G
