Topic,Subject,Title,"District 01 Value","District 01 MOE","District 02 Value","District 02 MOE","District 03 Value","District 03 MOE","District 04 Value","District 04 MOE","District 05 Value","District 05 MOE","District 06 Value","District 06 MOE","District 07 Value","District 07 MOE","District 08 Value","District 08 MOE","District 09 Value","District 09 MOE","District 10 Value","District 10 MOE","District 11 Value","District 11 MOE","District 12 Value","District 12 MOE","District 13 Value","District 13 MOE","District 14 Value","District 14 MOE","District 15 Value","District 15 MOE","District 16 Value","District 16 MOE","District 17 Value","District 17 MOE","District 18 Value","District 18 MOE","District 19 Value","District 19 MOE","District 20 Value","District 20 MOE","District 21 Value","District 21 MOE","District 22 Value","District 22 MOE","District 23 Value","District 23 MOE","District 24 Value","District 24 MOE","District 25 Value","District 25 MOE","District 26 Value","District 26 MOE","District 27 Value","District 27 MOE","District 28 Value","District 28 MOE","District 29 Value","District 29 MOE","District 30 Value","District 30 MOE","District 31 Value","District 31 MOE","District 32 Value","District 32 MOE","District 33 Value","District 33 MOE","District 34 Value","District 34 MOE","District 35 Value","District 35 MOE","District 36 Value","District 36 MOE"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",6456,"(+/-1,256)",15142,"(+/-1,855)",29050,"(+/-2,908)",9163,"(+/-1,455)",7742,"(+/-1,578)",13395,"(+/-1,780)",11978,"(+/-1,934)",13266,"(+/-1,847)",3899,"(+/-1,108)",16763,"(+/-1,868)",8174,"(+/-1,343)",11922,"(+/-1,668)",4742,"(+/-1,079)",12131,"(+/-2,068)",3677,(+/-993),4188,"(+/-1,125)",9420,"(+/-1,513)",5869,"(+/-1,249)",3944,(+/-869),5735,"(+/-1,246)",15765,"(+/-1,910)",27098,"(+/-3,315)",8129,"(+/-1,323)",14070,"(+/-1,386)",12431,"(+/-1,807)",24504,"(+/-2,245)",4993,"(+/-1,118)",4291,"(+/-1,003)",2424,(+/-816),4633,"(+/-1,153)",15729,"(+/-1,826)",12704,"(+/-1,626)",1668,(+/-703),2114,(+/-662),3312,(+/-859),7827,"(+/-1,302)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",2476,(+/-922),9321,"(+/-1,631)",18923,"(+/-2,084)",2928,(+/-847),4139,"(+/-1,117)",6665,"(+/-1,615)",7568,"(+/-1,246)",10735,"(+/-2,380)",1801,"(+/-1,042)",11159,"(+/-1,825)",3753,(+/-977),5810,"(+/-1,102)",2575,(+/-876),5161,"(+/-1,494)",1356,(+/-571),1509,(+/-583),3441,"(+/-1,092)",3487,(+/-860),1589,(+/-580),2367,(+/-821),9887,"(+/-1,723)",15525,"(+/-2,524)",3795,(+/-836),10960,"(+/-1,396)",9956,"(+/-1,348)",13639,"(+/-1,665)",2311,(+/-793),1942,(+/-721),1044,(+/-459),2398,(+/-888),7726,"(+/-1,156)",8539,"(+/-1,372)",282,(+/-187),1083,(+/-441),821,(+/-381),3675,"(+/-1,086)"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",2068,(+/-695),11092,"(+/-1,843)",20877,"(+/-2,150)",4226,(+/-971),3434,(+/-743),4952,"(+/-1,106)",22446,"(+/-2,340)",11488,"(+/-1,624)",793,(+/-491),12289,"(+/-1,636)",3922,(+/-983),8154,"(+/-1,293)",2169,(+/-532),4748,"(+/-1,190)",1107,(+/-470),1306,(+/-456),3285,(+/-811),3854,(+/-747),1858,(+/-578),1345,(+/-533),12909,"(+/-1,532)",21378,"(+/-2,413)",5630,(+/-864),17542,"(+/-1,764)",18557,"(+/-2,154)",16088,"(+/-1,448)",3014,(+/-810),1908,(+/-890),1209,(+/-608),2707,(+/-779),6879,"(+/-1,143)",17285,"(+/-1,802)",246,(+/-195),469,(+/-291),569,(+/-310),2324,(+/-745)
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1189,(+/-28),1646,(+/-33),2018,(+/-45),1269,(+/-36),1315,(+/-38),1467,(+/-27),1766,(+/-74),1602,(+/-38),1329,(+/-26),1723,(+/-37),1320,(+/-44),1466,(+/-28),1177,(+/-28),1474,(+/-49),1165,(+/-38),1151,(+/-30),1424,(+/-32),1324,(+/-34),1149,(+/-29),1274,(+/-37),1699,(+/-45),1926,(+/-58),1268,(+/-45),1805,(+/-44),1620,(+/-47),1758,(+/-33),1284,(+/-41),1227,(+/-39),1208,(+/-31),1257,(+/-34),1548,(+/-32),1665,(+/-30),1114,(+/-27),1109,(+/-33),1242,(+/-34),1355,(+/-28)
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",87823,"(+/-3,115)",56497,"(+/-3,427)",52748,"(+/-2,750)",90009,"(+/-3,110)",72769,"(+/-3,510)",52065,"(+/-2,855)",56760,"(+/-3,254)",79751,"(+/-5,199)",46536,"(+/-3,421)",70290,"(+/-3,617)",100852,"(+/-3,904)",63198,"(+/-3,818)",86713,"(+/-3,127)",85079,"(+/-3,792)",78198,"(+/-4,017)",56563,"(+/-2,917)",68390,"(+/-3,275)",51910,"(+/-2,854)",83061,"(+/-3,249)",52889,"(+/-2,828)",72438,"(+/-3,206)",61401,"(+/-3,910)",80083,"(+/-4,071)",47778,"(+/-2,941)",68705,"(+/-3,417)",45817,"(+/-2,548)",83877,"(+/-3,553)",69861,"(+/-3,864)",52965,"(+/-3,191)",48979,"(+/-3,032)",54540,"(+/-2,356)",54431,"(+/-2,900)",48530,"(+/-3,098)",89661,"(+/-3,972)",47587,"(+/-3,092)",99672,"(+/-4,276)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",13726,"(+/-1,692)",3161,"(+/-1,019)",1351,(+/-484),14236,"(+/-1,843)",8152,"(+/-1,426)",4181,(+/-994),751,(+/-365),11383,"(+/-2,141)",5424,"(+/-1,192)",5672,"(+/-1,261)",14230,"(+/-1,579)",4007,(+/-829),12186,"(+/-1,366)",12188,"(+/-1,760)",16446,"(+/-2,073)",14053,"(+/-1,572)",8285,"(+/-1,497)",7877,"(+/-1,136)",14935,"(+/-1,746)",8358,"(+/-1,532)",5523,"(+/-1,024)",3173,(+/-864),17318,"(+/-2,069)",1645,(+/-623),7045,"(+/-1,323)",1371,(+/-577),9230,"(+/-1,320)",14134,"(+/-1,854)",8835,"(+/-1,194)",7438,"(+/-1,366)",3015,(+/-736),1705,(+/-604),7435,"(+/-1,171)",20784,"(+/-1,908)",8481,"(+/-1,474)",16285,"(+/-1,961)"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",27937,"(+/-1,933)",6774,"(+/-1,225)",2271,(+/-654),25208,"(+/-2,206)",20317,"(+/-2,277)",8021,"(+/-1,028)",6532,"(+/-1,358)",17526,"(+/-2,519)",12301,"(+/-1,972)",10583,"(+/-1,529)",30773,"(+/-2,570)",12941,"(+/-1,583)",25419,"(+/-1,829)",22622,"(+/-1,852)",28478,"(+/-2,834)",18326,"(+/-1,992)",15152,"(+/-1,517)",13583,"(+/-1,657)",26529,"(+/-2,176)",17295,"(+/-1,666)",10233,"(+/-1,413)",6046,"(+/-1,320)",25405,"(+/-2,610)",4375,(+/-970),14402,"(+/-1,701)",4786,"(+/-1,098)",21841,"(+/-2,008)",23466,"(+/-2,430)",15084,"(+/-1,782)",13892,"(+/-1,590)",9370,"(+/-1,374)",5523,"(+/-1,055)",14729,"(+/-1,606)",32572,"(+/-2,735)",13316,"(+/-1,461)",26541,"(+/-2,262)"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",27517,"(+/-2,384)",16129,"(+/-1,814)",10790,"(+/-1,548)",28913,"(+/-2,537)",23027,"(+/-2,301)",17653,"(+/-2,081)",9652,"(+/-1,771)",21256,"(+/-2,379)",15923,"(+/-2,036)",19647,"(+/-2,170)",27700,"(+/-2,196)",20125,"(+/-2,204)",27572,"(+/-2,108)",24606,"(+/-2,596)",20689,"(+/-2,453)",15854,"(+/-1,873)",22974,"(+/-2,288)",15435,"(+/-1,696)",23292,"(+/-1,861)",15954,"(+/-1,514)",20678,"(+/-1,938)",12080,"(+/-1,913)",19941,"(+/-2,190)",12260,"(+/-1,356)",16098,"(+/-1,676)",10685,"(+/-1,348)",26809,"(+/-2,345)",19844,"(+/-2,333)",18826,"(+/-2,164)",14148,"(+/-1,690)",18281,"(+/-1,691)",13577,"(+/-1,762)",17128,"(+/-1,638)",21888,"(+/-2,501)",15473,"(+/-1,567)",30228,"(+/-2,524)"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",10324,"(+/-1,435)",10979,"(+/-1,495)",14522,"(+/-1,590)",11764,"(+/-1,402)",10634,"(+/-1,662)",12471,"(+/-1,579)",12942,"(+/-2,063)",12718,"(+/-1,814)",7256,"(+/-1,448)",14385,"(+/-1,994)",14608,"(+/-1,846)",13218,"(+/-1,488)",11592,"(+/-1,336)",13545,"(+/-1,904)",8012,"(+/-1,361)",4389,"(+/-1,013)",12333,"(+/-1,883)",8005,"(+/-1,358)",10444,"(+/-1,345)",7155,"(+/-1,136)",15795,"(+/-1,834)",13936,"(+/-1,969)",8970,"(+/-1,394)",10676,"(+/-1,564)",13521,"(+/-1,792)",12835,"(+/-1,836)",13219,"(+/-1,700)",7785,"(+/-1,348)",6669,"(+/-1,278)",8649,"(+/-1,450)",12222,"(+/-1,422)",10953,"(+/-1,385)",6877,"(+/-1,309)",9053,"(+/-1,533)",6673,"(+/-1,307)",14520,"(+/-1,962)"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",5510,"(+/-1,388)",8874,"(+/-1,231)",11164,"(+/-1,402)",5396,(+/-969),4978,(+/-936),4905,"(+/-1,171)",6010,"(+/-1,068)",6503,"(+/-1,399)",2580,(+/-688),6687,"(+/-1,349)",7263,"(+/-1,429)",5472,(+/-992),5489,(+/-967),5397,"(+/-1,111)",2621,(+/-704),1898,(+/-579),5400,"(+/-1,202)",3633,(+/-829),4336,(+/-950),2626,(+/-617),8630,"(+/-1,302)",10841,"(+/-1,901)",3137,(+/-876),7339,"(+/-1,431)",7024,"(+/-1,155)",7219,"(+/-1,200)",6796,"(+/-1,266)",2616,(+/-831),2450,(+/-723),3142,(+/-774),5715,"(+/-1,072)",7152,"(+/-1,237)",1615,(+/-589),2667,(+/-892),2753,(+/-753),7341,"(+/-1,628)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",2809,(+/-710),10580,"(+/-1,747)",12650,"(+/-1,436)",4492,(+/-972),5661,"(+/-1,164)",4834,"(+/-1,020)",20873,"(+/-1,896)",10365,"(+/-2,027)",3052,(+/-800),13316,"(+/-1,705)",6278,"(+/-1,000)",7435,"(+/-1,220)",4455,(+/-845),6721,"(+/-1,310)",1952,(+/-612),2043,(+/-536),4246,(+/-965),3377,(+/-762),3525,(+/-751),1501,(+/-489),11579,"(+/-1,611)",15325,"(+/-1,995)",5312,(+/-938),11483,"(+/-1,407)",10615,"(+/-1,506)",8921,"(+/-1,225)",5982,"(+/-1,129)",2016,(+/-725),1101,(+/-422),1710,(+/-506),5937,(+/-984),15521,"(+/-1,750)",746,(+/-412),2697,(+/-895),891,(+/-413),4757,"(+/-1,097)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",414,(+/-13),634,(+/-26),768,(+/-17),435,(+/-12),462,(+/-16),558,(+/-17),775,(+/-30),485,(+/-20),468,(+/-24),593,(+/-22),437,(+/-15),543,(+/-16),437,(+/-9),459,(+/-15),363,(+/-14),363,(+/-16),484,(+/-14),458,(+/-19),401,(+/-14),408,(+/-15),598,(+/-17),728,(+/-33),386,(+/-11),697,(+/-26),561,(+/-23),683,(+/-18),473,(+/-11),382,(+/-14),423,(+/-15),438,(+/-17),567,(+/-15),717,(+/-30),420,(+/-13),352,(+/-12),422,(+/-15),441,(+/-12)
Housing,"Gross Rent","Occupied units paying rent",78212,"(+/-4,298)",107179,"(+/-5,364)",102242,"(+/-3,874)",66365,"(+/-3,487)",88362,"(+/-4,774)",86252,"(+/-4,918)",139533,"(+/-6,742)",74551,"(+/-5,261)",140769,"(+/-5,856)",91347,"(+/-5,584)",73261,"(+/-3,610)",102639,"(+/-5,526)",79990,"(+/-3,635)",87149,"(+/-4,551)",59968,"(+/-3,460)",89216,"(+/-4,282)",114511,"(+/-5,301)",145004,"(+/-6,136)",88161,"(+/-3,761)",110605,"(+/-4,672)",123925,"(+/-6,021)",70157,"(+/-5,377)",53682,"(+/-3,365)",152620,"(+/-5,188)",79581,"(+/-4,690)",79207,"(+/-3,626)",92158,"(+/-4,387)",60914,"(+/-3,515)",114800,"(+/-5,729)",124073,"(+/-5,284)",97549,"(+/-4,015)",119629,"(+/-4,777)",112636,"(+/-4,154)",60753,"(+/-3,450)",135679,"(+/-4,800)",70282,"(+/-4,342)"
Housing,"Gross Rent","Less than $500",8826,"(+/-1,594)",1532,(+/-675),2096,(+/-676),12524,"(+/-1,405)",9380,"(+/-1,587)",3307,(+/-737),1310,(+/-849),5667,"(+/-1,272)",5604,"(+/-1,592)",3754,"(+/-1,058)",10432,"(+/-1,791)",4980,"(+/-1,048)",12562,"(+/-1,498)",9438,"(+/-1,723)",11651,"(+/-1,845)",19552,"(+/-2,420)",7421,"(+/-1,228)",10519,"(+/-1,919)",11519,"(+/-1,354)",9490,"(+/-1,527)",3882,(+/-968),1891,(+/-989),10407,"(+/-1,693)",1296,(+/-677),5803,"(+/-1,072)",1532,(+/-629),12500,"(+/-1,973)",8832,"(+/-1,561)",9219,"(+/-1,824)",12702,"(+/-1,832)",6076,"(+/-1,106)",3518,(+/-884),8066,"(+/-1,309)",15119,"(+/-1,951)",12157,"(+/-1,771)",6536,"(+/-1,385)"
Housing,"Gross Rent","$500 to $999",51117,"(+/-3,311)",39349,"(+/-3,443)",28983,"(+/-2,969)",38025,"(+/-2,724)",53120,"(+/-3,635)",39035,"(+/-3,093)",54005,"(+/-4,289)",31348,"(+/-3,307)",83241,"(+/-5,230)",33661,"(+/-3,382)",32037,"(+/-3,094)",49452,"(+/-3,790)",48349,"(+/-2,925)",47250,"(+/-3,865)",35390,"(+/-3,018)",49556,"(+/-3,411)",61062,"(+/-3,657)",81586,"(+/-4,388)",50554,"(+/-3,398)",59903,"(+/-4,145)",47928,"(+/-3,864)",18986,"(+/-2,437)",24871,"(+/-2,664)",65848,"(+/-4,398)",32125,"(+/-2,714)",28444,"(+/-2,458)",46228,"(+/-3,334)",34550,"(+/-2,887)",72880,"(+/-4,512)",61484,"(+/-4,107)",43204,"(+/-3,410)",47852,"(+/-3,107)",77060,"(+/-4,311)",37652,"(+/-2,866)",63436,"(+/-4,093)",40898,"(+/-3,725)"
Housing,"Gross Rent","$1,000 to $1,499",14386,"(+/-2,038)",40149,"(+/-4,116)",41787,"(+/-3,260)",11077,"(+/-1,664)",20346,"(+/-2,444)",30079,"(+/-3,355)",49672,"(+/-4,366)",22170,"(+/-3,394)",40653,"(+/-3,812)",36977,"(+/-3,754)",21514,"(+/-2,207)",35128,"(+/-3,250)",14925,"(+/-1,976)",23957,"(+/-3,001)",10343,"(+/-1,913)",16269,"(+/-2,103)",35172,"(+/-3,462)",38029,"(+/-4,020)",19771,"(+/-2,336)",33424,"(+/-2,956)",45424,"(+/-4,256)",27056,"(+/-3,277)",13263,"(+/-2,022)",64141,"(+/-3,350)",28270,"(+/-3,054)",30756,"(+/-2,653)",24488,"(+/-2,457)",13389,"(+/-2,192)",28846,"(+/-2,785)",34354,"(+/-2,939)",33188,"(+/-2,836)",42003,"(+/-3,297)",24039,"(+/-2,514)",6804,"(+/-1,162)",45779,"(+/-3,098)",18397,"(+/-2,781)"
Housing,"Gross Rent","$1,500 to $1,999",3356,(+/-886),16157,"(+/-2,459)",19999,"(+/-2,490)",3205,(+/-916),4153,"(+/-1,100)",10847,"(+/-2,083)",21045,"(+/-3,077)",8216,"(+/-2,214)",9439,"(+/-2,163)",13550,"(+/-2,357)",5890,"(+/-1,401)",9135,"(+/-1,755)",2067,(+/-713),4667,"(+/-1,250)",1523,(+/-681),3048,"(+/-1,045)",8575,"(+/-1,538)",9635,"(+/-1,698)",3301,(+/-843),6429,"(+/-1,212)",18349,"(+/-2,256)",15535,"(+/-3,541)",3126,"(+/-1,141)",15397,"(+/-2,297)",8310,"(+/-1,505)",13522,"(+/-2,353)",6464,"(+/-1,534)",3089,"(+/-1,049)",3477,"(+/-1,158)",11866,"(+/-1,777)",11284,"(+/-1,989)",17593,"(+/-2,447)",2865,"(+/-1,029)",905,(+/-499),11953,"(+/-1,944)",3241,(+/-894)
Housing,"Gross Rent","$2,000 to $2,499",344,(+/-324),4618,"(+/-1,385)",6255,"(+/-1,632)",866,(+/-741),537,(+/-237),2106,"(+/-1,111)",6476,"(+/-1,553)",5515,"(+/-2,142)",1698,(+/-780),1936,(+/-826),1877,(+/-870),2347,"(+/-1,222)",977,(+/-568),1022,(+/-686),937,(+/-662),606,(+/-424),1929,(+/-761),2415,(+/-820),1972,(+/-610),1013,(+/-609),4160,"(+/-1,065)",3712,"(+/-1,268)",972,(+/-483),4123,"(+/-1,159)",3683,(+/-999),3350,"(+/-1,058)",1616,(+/-721),806,(+/-592),378,(+/-291),2746,(+/-985),2582,"(+/-1,100)",4461,"(+/-1,083)",456,(+/-261),253,(+/-362),1669,(+/-732),647,(+/-457)
Housing,"Gross Rent","$2,500 to $2,999",0,(+/-214),2611,(+/-983),1559,(+/-678),241,(+/-389),278,(+/-227),434,(+/-325),2745,(+/-994),1007,(+/-976),0,(+/-214),1189,(+/-602),1074,(+/-654),665,(+/-358),1041,(+/-599),740,(+/-443),124,(+/-157),148,(+/-179),165,(+/-166),1604,(+/-737),317,(+/-240),270,(+/-279),2184,(+/-823),1150,(+/-713),815,(+/-444),1208,(+/-555),603,(+/-346),1089,(+/-557),110,(+/-115),198,(+/-304),0,(+/-214),433,(+/-438),394,(+/-333),1646,(+/-761),0,(+/-214),20,(+/-33),392,(+/-291),362,(+/-432)
Housing,"Gross Rent","$3,000 or more",183,(+/-133),2763,"(+/-1,044)",1563,(+/-682),427,(+/-420),548,(+/-387),444,(+/-316),4280,"(+/-1,188)",628,(+/-478),134,(+/-128),280,(+/-222),437,(+/-338),932,(+/-508),69,(+/-111),75,(+/-102),0,(+/-214),37,(+/-63),187,(+/-143),1216,(+/-510),727,(+/-461),76,(+/-125),1998,(+/-631),1827,(+/-923),228,(+/-219),607,(+/-296),787,(+/-417),514,(+/-282),752,(+/-482),50,(+/-86),0,(+/-214),488,(+/-423),821,(+/-556),2556,(+/-703),150,(+/-134),0,(+/-214),293,(+/-202),201,(+/-201)
Housing,"Gross Rent","Median (dollars)",792,(+/-25),1134,(+/-29),1200,(+/-28),765,(+/-19),818,(+/-25),1010,(+/-30),1127,(+/-27),1005,(+/-48),898,(+/-18),1082,(+/-24),913,(+/-33),975,(+/-22),753,(+/-16),865,(+/-23),741,(+/-36),760,(+/-20),921,(+/-20),881,(+/-21),793,(+/-17),890,(+/-19),1098,(+/-27),1229,(+/-45),822,(+/-50),1054,(+/-17),1026,(+/-30),1134,(+/-28),877,(+/-22),805,(+/-30),816,(+/-17),913,(+/-22),995,(+/-26),1084,(+/-25),819,(+/-14),650,(+/-21),952,(+/-18),862,(+/-28)
Housing,"Gross Rent","No rent paid",7901,"(+/-1,614)",2428,"(+/-1,041)",1804,(+/-487),7397,"(+/-1,189)",6457,"(+/-1,218)",4930,"(+/-1,281)",3351,(+/-996),6993,"(+/-1,908)",6421,"(+/-1,299)",5024,"(+/-1,051)",7916,"(+/-1,046)",2918,(+/-881),7548,"(+/-1,214)",6117,"(+/-1,509)",5987,"(+/-1,287)",5560,"(+/-1,206)",7518,"(+/-1,443)",4747,"(+/-1,076)",9921,"(+/-1,514)",3944,(+/-791),5452,"(+/-1,528)",5535,"(+/-1,676)",6919,"(+/-1,386)",2144,(+/-727),5846,"(+/-1,005)",2408,(+/-783),8640,"(+/-1,583)",6457,"(+/-1,177)",3077,(+/-897),3285,(+/-840),4021,"(+/-1,168)",2985,(+/-833),4187,(+/-908),9144,"(+/-1,705)",4069,"(+/-1,044)",6574,"(+/-1,223)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Total households",252252,"(+/-4,050)",278068,"(+/-6,840)",292431,"(+/-3,095)",259288,"(+/-4,055)",251986,"(+/-6,111)",255499,"(+/-5,640)",300026,"(+/-6,528)",270735,"(+/-4,823)",267279,"(+/-6,416)",283464,"(+/-6,408)",269037,"(+/-3,927)",282312,"(+/-6,157)",257511,"(+/-4,068)",267407,"(+/-4,137)",214345,"(+/-4,748)",235672,"(+/-3,645)",274547,"(+/-4,647)",268114,"(+/-6,838)",251761,"(+/-3,564)",250022,"(+/-5,387)",309497,"(+/-6,556)",274785,"(+/-5,993)",221835,"(+/-4,774)",305157,"(+/-4,919)",267588,"(+/-5,387)",274216,"(+/-4,213)",263740,"(+/-3,883)",210726,"(+/-3,870)",228854,"(+/-6,667)",259435,"(+/-5,944)",277160,"(+/-3,249)",282479,"(+/-4,894)",219249,"(+/-4,625)",212817,"(+/-3,996)",267303,"(+/-5,503)",264815,"(+/-4,843)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Less than $10,000",21800,"(+/-2,139)",12689,"(+/-2,391)",9264,"(+/-1,504)",19543,"(+/-2,083)",17094,"(+/-2,723)",13356,"(+/-1,840)",12910,"(+/-2,043)",13771,"(+/-2,088)",20705,"(+/-2,636)",12757,"(+/-1,980)",17938,"(+/-2,547)",15433,"(+/-1,988)",17239,"(+/-1,984)",18255,"(+/-2,362)",22384,"(+/-2,457)",19481,"(+/-2,148)",24297,"(+/-2,519)",23680,"(+/-2,849)",18482,"(+/-1,949)",20484,"(+/-2,369)",14043,"(+/-1,930)",10941,"(+/-2,472)",16750,"(+/-2,133)",9124,"(+/-1,368)",14478,"(+/-1,745)",9376,"(+/-1,283)",20022,"(+/-2,510)",19275,"(+/-2,399)",18420,"(+/-2,024)",27362,"(+/-2,835)",14372,"(+/-2,000)",12443,"(+/-1,634)",17273,"(+/-1,893)",25769,"(+/-2,675)",22385,"(+/-2,493)",18052,"(+/-2,434)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$10,000 to $14,999",13704,"(+/-1,841)",8021,"(+/-1,707)",5197,"(+/-1,035)",14780,"(+/-1,617)",16118,"(+/-2,444)",7357,"(+/-1,372)",10528,"(+/-1,940)",11572,"(+/-2,581)",17086,"(+/-2,357)",10753,"(+/-1,611)",12192,"(+/-1,627)",7581,"(+/-1,284)",14786,"(+/-1,610)",13167,"(+/-1,955)",13707,"(+/-1,970)",14068,"(+/-1,633)",11821,"(+/-1,624)",18254,"(+/-2,280)",13571,"(+/-1,919)",13743,"(+/-2,054)",7894,"(+/-1,199)",6278,"(+/-1,785)",12231,"(+/-1,870)",8803,"(+/-1,483)",9897,"(+/-1,607)",5080,"(+/-1,261)",13929,"(+/-1,925)",15308,"(+/-2,326)",13118,"(+/-1,892)",17256,"(+/-2,047)",7454,"(+/-1,558)",9118,"(+/-1,345)",15621,"(+/-1,934)",19397,"(+/-2,287)",15565,"(+/-1,925)",13864,"(+/-1,789)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$15,000 to $24,999",31745,"(+/-2,514)",19058,"(+/-2,782)",16060,"(+/-2,006)",31553,"(+/-2,686)",30497,"(+/-2,828)",19978,"(+/-2,447)",26067,"(+/-2,983)",22772,"(+/-3,372)",35762,"(+/-3,210)",22945,"(+/-2,932)",28886,"(+/-2,525)",24902,"(+/-3,381)",30399,"(+/-2,528)",28361,"(+/-2,366)",31416,"(+/-2,892)",27670,"(+/-2,523)",31915,"(+/-2,809)",35066,"(+/-3,695)",30893,"(+/-2,774)",26792,"(+/-2,291)",25902,"(+/-2,597)",10695,"(+/-2,195)",23615,"(+/-2,066)",23361,"(+/-3,011)",24170,"(+/-2,568)",13972,"(+/-1,901)",31542,"(+/-2,663)",25079,"(+/-2,327)",33745,"(+/-3,029)",34817,"(+/-3,463)",21416,"(+/-2,045)",25004,"(+/-2,843)",32657,"(+/-2,544)",33937,"(+/-3,649)",34398,"(+/-2,958)",24695,"(+/-2,196)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$25,000 to $34,999",28235,"(+/-2,660)",21907,"(+/-2,981)",17503,"(+/-2,313)",30920,"(+/-2,347)",27506,"(+/-2,834)",24249,"(+/-2,196)",20652,"(+/-2,930)",27214,"(+/-3,492)",34850,"(+/-3,776)",23390,"(+/-2,788)",27733,"(+/-2,498)",28668,"(+/-3,144)",29979,"(+/-2,349)",23962,"(+/-2,530)",25608,"(+/-3,227)",28940,"(+/-2,658)",26275,"(+/-2,622)",32972,"(+/-3,046)",27971,"(+/-2,411)",28479,"(+/-2,883)",31301,"(+/-3,512)",16351,"(+/-2,691)",21407,"(+/-2,615)",25388,"(+/-2,616)",21773,"(+/-2,052)",19256,"(+/-2,141)",26736,"(+/-2,602)",24709,"(+/-2,381)",31733,"(+/-3,384)",29277,"(+/-2,897)",26389,"(+/-2,566)",23059,"(+/-2,341)",33345,"(+/-2,700)",25626,"(+/-2,411)",33429,"(+/-3,005)",22976,"(+/-2,606)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$35,000 to $49,999",37788,"(+/-3,166)",33260,"(+/-3,141)",31713,"(+/-2,984)",37628,"(+/-2,555)",42004,"(+/-3,001)",32042,"(+/-2,656)",35291,"(+/-3,298)",29987,"(+/-3,361)",39867,"(+/-4,391)",32722,"(+/-3,442)",35591,"(+/-2,842)",33591,"(+/-2,988)",37463,"(+/-2,711)",31783,"(+/-3,108)",29113,"(+/-3,055)",39582,"(+/-3,039)",39615,"(+/-3,343)",41493,"(+/-3,521)",39788,"(+/-3,255)",36829,"(+/-3,616)",37403,"(+/-3,121)",23901,"(+/-3,315)",28824,"(+/-2,948)",42846,"(+/-3,414)",32804,"(+/-2,542)",29337,"(+/-2,460)",37472,"(+/-3,306)",29990,"(+/-2,762)",37907,"(+/-3,124)",39046,"(+/-2,537)",35152,"(+/-2,729)",33661,"(+/-3,271)",38950,"(+/-2,912)",29352,"(+/-2,494)",44317,"(+/-2,948)",33980,"(+/-2,749)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$50,000 to $74,999",43393,"(+/-3,307)",44673,"(+/-3,376)",47111,"(+/-3,579)",41725,"(+/-2,771)",45183,"(+/-2,649)",55931,"(+/-4,005)",50298,"(+/-4,539)",46996,"(+/-4,106)",50037,"(+/-3,888)",47313,"(+/-3,693)",48649,"(+/-3,812)",57741,"(+/-3,718)",47531,"(+/-3,230)",46084,"(+/-3,904)",35018,"(+/-2,969)",46488,"(+/-3,807)",51827,"(+/-3,133)",45840,"(+/-3,876)",49306,"(+/-3,192)",51112,"(+/-3,847)",60571,"(+/-4,155)",41014,"(+/-4,459)",37961,"(+/-3,243)",56046,"(+/-3,737)",47033,"(+/-3,454)",50234,"(+/-3,504)",46079,"(+/-3,147)",37085,"(+/-2,945)",42386,"(+/-3,485)",44457,"(+/-3,491)",52326,"(+/-3,612)",52199,"(+/-4,249)",40877,"(+/-2,574)",30901,"(+/-2,455)",49675,"(+/-3,339)",52499,"(+/-4,001)"
